man	骑车人	ReverseEntailment	人,汉,夫,男士,汉子	UNK_EN
killed	死	ForwardEntailment	受害,蒙难	impassable,uncrossable,inflexible,rigid,extremely,damned
marry	新娘	OtherRelated	UNK_HI	bride
support	接收	OtherRelated	台,支持,撑,依托,支架	UNK_EN
top	下	Exclusion	面,盖,顶,极,尖峰	down,downwards,below,lower,later
achieved	被实现	Equivalence	UNK_HI	UNK_EN
headquarters	总部	Equivalence	司令部,本部,大本营,队部	UNK_EN
vehicle	摩托车	ReverseEntailment	车,车辆,媒介,交通工具,载具	motorbike
korean	韩国	ForwardEntailment	UNK_HI	UNK_EN
political	政府	ReverseEntailment	政治,政,政治性	government
injure	损伤	Equivalence	圮,刿,惎	impairment,loss,disability
work	合作	ReverseEntailment	工作,事,事务,作业,劳动	cooperation
victory	战争	OtherRelated	胜利,胜,捷,胜仗	war,conflict
young	儿童	ReverseEntailment	小,少,年轻,毛,弱	child
fungus	菌	ForwardEntailment	真菌,菌,苓,菌类	germ,bacteria,fungus,mold,mushroom
rabbit	兔子	Equivalence	兔,兔子	hare,rabbit
widespread	流行	Equivalence	普遍,普及,咸,广大	fashionable
drink	杯子	OtherRelated	饮料,饮用	cup,glass
food	乳制品	ReverseEntailment	食物,食品,食,饭,粮	UNK_EN
soil	物	ForwardEntailment	土地,土壤,泥土,壤	thing,object,matter
woods	森林	Equivalence	林,树林,林子	forest
dog	动物	ForwardEntailment	狗,犬	animal
patient	人	ForwardEntailment	患者,病人,病患,耐,病者	man,person,people
lose	赚	Exclusion	UNK_HI	UNK_EN
traffic	移动	OtherRelated	交通,车流,车行	movement,migration,mobile,portable
wipe	清洁	ForwardEntailment	UNK_HI	clean
invasion	攻击	ForwardEntailment	侵略	UNK_EN
tea	咖啡	Exclusion	茶,茶叶	UNK_EN
less	增加	Exclusion	少	UNK_EN
writings	戏剧	ReverseEntailment	著作,文章,文笔	drama,play,theater
united	州	OtherRelated	团结,同心,合众	prefecture
white	蓝色	Exclusion	白色,白,素,粉,暠	UNK_EN
troop	军事	ForwardEntailment	人马	military
tennis	高尔夫球	Exclusion	网球	golf
kabul	阿富汗	ForwardEntailment	UNK_HI	UNK_EN
do	创建	ReverseEntailment	UNK_HI	UNK_EN
republic	塞浦路斯	ReverseEntailment	共和,共和国,共和制	UNK_EN
eyes	棕色	OtherRelated	眼目,眼眸	brown
soccer	足球	Equivalence	足球	soccer,football
wave	水	ForwardEntailment	波,阵,浪潮,波浪,浪	water,river,liquid,beverage
victim	杀	OtherRelated	受害者,受害人,遇难者,被害人	UNK_EN
rest	位于	Exclusion	休息	UNK_EN
france	欧洲	ForwardEntailment	UNK_HI	UNK_EN
tree	森林	ForwardEntailment	树,木,树木	forest
significantly	大	ForwardEntailment	UNK_HI	big,huge,large,major,great,wide,deep,oldest,eldest,greatly
class	课堂	ReverseEntailment	等,类,门,班,种类	classroom
child	男孩	ReverseEntailment	子,儿童,孩子,儿,小孩	boy
flight	航空	ReverseEntailment	飞行,航程,架次,航次	aviation
toddler	孩子	ForwardEntailment	UNK_HI	child
title	冠军	OtherRelated	目,称号,标题,头衔,锦标	champion
meeting	遇到	Equivalence	会议,集会,会面,会合,会晤	UNK_EN
law	授权	OtherRelated	法律,法,法,法学,辟	UNK_EN
muddy	脏	ForwardEntailment	混,浊,浑,混浊,泥泞	viscera,dirty,filthy
second	再次	Equivalence	再,第二,次,亚,第二次	again
say	呼叫	ReverseEntailment	UNK_HI	UNK_EN
side	面前	Exclusion	方面,面,头,方,旁	facing
strongly	强大	ForwardEntailment	UNK_HI	large,formidable,powerful,strong
light	黑暗	Exclusion	轻,光,光明,灯,光线	dark,darkly,darkness
pursue	追	Equivalence	UNK_HI	UNK_EN
play	曲棍球比赛	ReverseEntailment	表演,戏剧,戏	UNK_EN
injury	破损	ForwardEntailment	创,伤,创伤,外伤,硬伤	UNK_EN
world	中央	ReverseEntailment	世界,世,天地,世间,舆	central,middle,center
rate	数	OtherRelated	速度,率,快,流量,速率	number,figure,several,frequently,repeatedly
show	隐藏	Exclusion	演出,表现,表演,展览,戏	hidden,implicit,private,covert
korea	伊朗	Exclusion	UNK_HI	UNK_EN
head	行政人员	ForwardEntailment	长,总,主任,首,头	UNK_EN
soldier	招	OtherRelated	士兵,战士,卒,军人,士	contagious,device,trick
rolling	玩	ForwardEntailment	轰隆	toy
sweden	国家	ForwardEntailment	UNK_HI	country,nation,state
withdraw	离开	Equivalence	UNK_HI	UNK_EN
singer	唱	OtherRelated	歌手,歌唱家	UNK_EN
same	不同	Exclusion	一般,当,一样,相同,同样	different,distinct
uk	英国的	Equivalence	UNK_HI	UNK_EN
release	宣布	OtherRelated	版本	UNK_EN
lord	神	Equivalence	贵族,君,霸,相公	deity,soul,spirit,unusual,mysterious,lively,expressive,expression,look,amazing
accused	被指控	Equivalence	UNK_HI	UNK_EN
service	工作	ForwardEntailment	服务,业务,运营,功,勤务	job,work,task
eyes	眼睛	Equivalence	眼目,眼眸	eye
bicycle	自行车	Equivalence	自行车,脚踏车	bicycle,bike
culture	艺术	ReverseEntailment	文化,文,文明,人文,教养	art
cricketer	运动员	ForwardEntailment	UNK_HI	athlete
region	区域	Equivalence	地区,区,地方,郡,带	area,region,district
island	塞浦路斯	ReverseEntailment	岛,岛屿,海岛	UNK_EN
shotgun	枪	ForwardEntailment	猎枪,霰弹枪,散弹枪	gun,firearm,rifle,spear,rifle,spear
people	行人	ReverseEntailment	人,人口,人们,有人,普通人	pedestrian,passer-by
indonesia	印度	Exclusion	UNK_HI	UNK_EN
pot	水壶	ReverseEntailment	罐,壶,锅,盎,罐子	kettle,canteen
police	人	ForwardEntailment	警察,警方,警,干警	man,person,people
happy	高高兴兴	Equivalence	乐,幸福,快乐,高兴,欢乐	gaily
travel	渡船	ReverseEntailment	旅游,旅	ferry
changes	变更	Equivalence	变迁	UNK_EN
faith	教会	OtherRelated	信念	UNK_EN
question	回答	Exclusion	问题,疑问,习题	UNK_EN
euro	硬币	ForwardEntailment	UNK_HI	coin
substance	泥	ReverseEntailment	内容,物质,体,物体,实体	mud,clay,paste,pulp,restrained
naval	军事	ForwardEntailment	UNK_HI	military
japan	欧洲	Exclusion	UNK_HI	UNK_EN
chief	任何人	ForwardEntailment	长,总,首,头,首领	UNK_EN
hand	人	OtherRelated	手,手笔	man,person,people
mafia	犯罪	OtherRelated	黑手党	crime,offense
event	会议	ReverseEntailment	事件,顶目	meeting,conference
reform	更改	ForwardEntailment	改革	UNK_EN
germany	欧洲联盟	ForwardEntailment	UNK_HI	UNK_EN
world	德国	ReverseEntailment	世界,世,天地,世间,舆	UNK_EN
red	黑色	Exclusion	红,丹,赤,奭,彤	black
substance	物质	Equivalence	内容,物质,体,物体,实体	matter,substance,material,materialistic
australian	澳大利亚	ForwardEntailment	UNK_HI	UNK_EN
live	死	Exclusion	UNK_HI	impassable,uncrossable,inflexible,rigid,extremely,damned
young	孩子	ForwardEntailment	小,少,年轻,毛,弱	child
windows	微软	OtherRelated	UNK_HI	UNK_EN
runner	播放机	OtherRelated	根茎	UNK_EN
street	街	Equivalence	街道,街,大街,街头,涂	street
refine	原油	OtherRelated	UNK_HI	UNK_EN
supreme	法庭	ForwardEntailment	至上,无上,至高无上	UNK_EN
washington	叙利亚	Exclusion	UNK_HI	UNK_EN
lady	淑女	Equivalence	夫人,女士,淑女	lady
london	英国	ForwardEntailment	UNK_HI	UNK_EN
iraq	国外	ForwardEntailment	UNK_HI	abroad,overseas,foreign
song	唱歌	ForwardEntailment	歌曲,曲,歌,曲目,歌子	UNK_EN
father	女儿	Exclusion	父亲,父,翁,严,老子	daughter
statement	说	ForwardEntailment	词,说法,声明,发言,口供	UNK_EN
humans	人口	ForwardEntailment	UNK_HI	population,people
gansu	中国	ForwardEntailment	UNK_HI	UNK_EN
kill	死亡	OtherRelated	戡	death
disease	老年痴呆症	ReverseEntailment	疾病,病,症,病患,病症	UNK_EN
kid	儿童	Equivalence	UNK_HI	child
ground	领域	ReverseEntailment	地,地面,地皮,地线	domain,sphere,field,territory,area
store	店	Equivalence	商店,店,铺,铺,店铺	inn,shop,store
cluster	组	Equivalence	丛,群组,成串,嘟噜	group,team
japan	法国	Exclusion	UNK_HI	UNK_EN
arts	艺术	Equivalence	UNK_HI	art
work	公司	OtherRelated	工作,事,事务,作业,劳动	company,firm,corporation,incorporated
water	表面	OtherRelated	水,溍	surface,face,outside,appearance
winter	季节	ForwardEntailment	冬季,冬天,冬,冬令	time,season,period
airplane	飞机	Equivalence	飞机	airplane
return	归队	Equivalence	答	UNK_EN
pizza	起司	OtherRelated	薄饼	UNK_EN
oil	公司	OtherRelated	石油,油,油脂,油料	company,firm,corporation,incorporated
people	没有人	Exclusion	人,人口,人们,有人,普通人	UNK_EN
official	官	ReverseEntailment	正式,官,干部,郎,官吏	governmental,official,public
fight	军队	OtherRelated	战,斗争,争战,肢体冲突,挌	army,troops
serious	滑稽	Exclusion	严重,重,尊重,严肃,认真	comical,funny,amusing
map	指南	ForwardEntailment	图,地图,舆地,组图	guidebook
shooter	枪手	Equivalence	射手	gunman,sharpshooter
roadway	高速公路	Equivalence	桥面,车行道	expressway,highway,freeway
opportunity	机会	Equivalence	机会,机,时机,契机,遇	opportunity,chance,occasion
withdrawal	退出	Equivalence	UNK_HI	UNK_EN
thick	大	ForwardEntailment	厚,密,厚重,浓密,厚实	big,huge,large,major,great,wide,deep,oldest,eldest,greatly
bunny	兔子	Equivalence	UNK_HI	hare,rabbit
windows	窗口	Equivalence	UNK_HI	window,intermediary,showpiece
atlantic	区域	ForwardEntailment	UNK_HI	area,region,district
beer	酒	ForwardEntailment	啤	liquor,spirits
lady	宝宝	Exclusion	夫人,女士,淑女	darling,baby
woman	人	ForwardEntailment	女性,女,女子,妇女,女人	man,person,people
zone	站	ReverseEntailment	带,地带	station,website
later	早	Exclusion	后,下,之后,后来,以后	early,morning,prematurely
imprisonment	逮捕	ForwardEntailment	羁押,牢狱之灾	UNK_EN
world	国家	ReverseEntailment	世界,世,天地,世间,舆	country,nation,state
stop	继续	Exclusion	儅	UNK_EN
government	机构	ForwardEntailment	政府,官方,朝,政,官家	mechanism,structure,organization,agency,institution
military	敌对行动	OtherRelated	军,军事,武装,兵,军方	UNK_EN
sweden	丹麦	Exclusion	UNK_HI	UNK_EN
publication	杂志	ReverseEntailment	刊物,成书,刊	magazine
team	足球	OtherRelated	队,团体,组,团队,班	soccer,football
top	底部	Exclusion	面,盖,顶,极,尖峰	bottom
greek	希腊	ForwardEntailment	UNK_HI	UNK_EN
toddler	宝宝	Equivalence	UNK_HI	darling,baby
attack	爆破	ReverseEntailment	进攻,捣,抨	dynamite,blast
boy	男孩	Equivalence	男孩,男生,童子,男童,男儿	boy
subject	人	ReverseEntailment	主题,学科,主体,议题,标题	man,person,people
man	动物	ForwardEntailment	人,汉,夫,男士,汉子	animal
way	远	Exclusion	方式,方法,道路,法,途径	far,distant,remote
girl	新娘	ReverseEntailment	少女,女孩,女生,妮,姑娘	bride
mixture	混合	Equivalence	合成,混合物	hybrid,composite
win	成功	ForwardEntailment	UNK_HI	success
woman	女人	Equivalence	女性,女,女子,妇女,女人	woman,wife
tooth	牙	Equivalence	齿,牙齿,牙	tooth,ivory
girl	儿童	ForwardEntailment	少女,女孩,女生,妮,姑娘	child
revenue	成本	Exclusion	收入,营收,进项	UNK_EN
shot	攻击	ForwardEntailment	弹,中弹,中枪,注射剂	UNK_EN
stockpile	储量	Equivalence	储存,贮	UNK_EN
baby	人	ForwardEntailment	婴儿,宝贝,娃,娃娃,宝宝	man,person,people
sony	产品	ForwardEntailment	UNK_HI	goods,merchandise,product
strategy	政策	ReverseEntailment	战略,手段,策略,略,攻略	policy
illegally	非法	Equivalence	UNK_HI	illegal
local	联邦	Exclusion	地区,地方,当地,本地,本土	federal,federation,commonwealth,union
rock	舞蹈	Exclusion	石,岩石,岩,石块,磐	dancing
monitor	看	ForwardEntailment	监察人	UNK_EN
name	约翰	ReverseEntailment	称,名,目,称号,名义	UNK_EN
end	破坏	ReverseEntailment	头,末,端,委,终结	destruction,damage
germany	英国	Exclusion	UNK_HI	UNK_EN
dog	狗	Equivalence	狗,犬	dog
olympic	国际奥林匹克委员会	OtherRelated	UNK_HI	UNK_EN
person	儿童	ReverseEntailment	人,人物,人士,员,东西	child
mouse	老鼠	Equivalence	老鼠,鼠,小鼠,鼷,小家鼠	rat,mouse
past	前任的	ReverseEntailment	往,既往	UNK_EN
musician	艺术家	ForwardEntailment	音乐家,演奏者,乐师	artist
making	制作	Equivalence	UNK_HI	UNK_EN
playing	演出	Equivalence	UNK_HI	performance,concert,show
toy	玩	ForwardEntailment	玩,玩具,玩意	toy
full	填	Equivalence	满,充分,毕,弥,充实	UNK_EN
father	儿童	Exclusion	父亲,父,翁,严,老子	child
propose	宣布	Equivalence	UNK_HI	UNK_EN
research	探测	ForwardEntailment	研究,研,调研,研析,揅	exploration
german	奥地利	Exclusion	UNK_HI	UNK_EN
european	英国的	ReverseEntailment	UNK_HI	UNK_EN
usually	通常	Equivalence	通常,率,往往,素,平日	regular,usual,normal,usually,normally
european	欧洲	Equivalence	UNK_HI	UNK_EN
walk	游行	ReverseEntailment	步,跞,走道	march,parade,demonstration
illness	疾病	Equivalence	病,症,病患,病症,症候	disease,sickness,ailment
face	身体	ForwardEntailment	面,表面,脸,面貌,脸部	UNK_EN
wall	篱笆	ReverseEntailment	墙,壁,墙壁,垣,堵	UNK_EN
plan	预算	OtherRelated	设计,计划,规划,方案,打算	budget
crime	行为	ForwardEntailment	犯罪,罪,罪行,犯,罪恶	action,conduct,behavior,activity
choose	选择	Equivalence	UNK_HI	choice,option,alternative
instrument	吉他	ReverseEntailment	工具,具,仪器,器械	UNK_EN
south	北	Exclusion	南,南方,南面,南边	north
organisation	非政府组织	ReverseEntailment	UNK_HI	UNK_EN
player	播放机	Equivalence	玩者,竞赛者	UNK_EN
live	杀	Exclusion	UNK_HI	UNK_EN
country	波斯尼亚	ReverseEntailment	国家,国,邦,江山,国度	UNK_EN
lose	获得	Exclusion	UNK_HI	UNK_EN
unemployment	失业	Equivalence	失业,失职	unemployment
india	国家	ForwardEntailment	UNK_HI	country,nation,state
river	自然	ForwardEntailment	河,水,河流,江,川	nature,natural,naturally
run	玩	ForwardEntailment	UNK_HI	toy
national	国家	Equivalence	全国,国,国立,全国性,对内	country,nation,state
turk	人	ForwardEntailment	UNK_HI	man,person,people
shaanxi	中国	ForwardEntailment	UNK_HI	UNK_EN
union	欧洲联盟	ReverseEntailment	和,会,联盟,联邦,社团	UNK_EN
light	暗	Exclusion	轻,光,光明,灯,光线	dark,gloomy,hidden,secret,muddled,obscure,muddled,stupid,ignorant
leave	撤离	Equivalence	UNK_HI	UNK_EN
china	中文	ReverseEntailment	瓷	UNK_EN
peacekeeping	灾害	Exclusion	维和	calamity,disaster
wife	儿子	Exclusion	妻子,女人,妻,太太,家室	son
person	演员	ReverseEntailment	人,人物,人士,员,东西	performer
young	成人	Exclusion	小,少,年轻,毛,弱	adult
specific	详细	Equivalence	特定,具体,个别,独有,特异性	detailed,minute
winner	候选人	ForwardEntailment	赢家,胜利者,幸运儿	candidate
soccer	棒球	Exclusion	足球	baseball
side	山坡	ReverseEntailment	方面,面,头,方,旁	hillside
group	部门	ReverseEntailment	会,派,集团,队,团体	department,branch,section,division
pastrana	哥伦比亚	ForwardEntailment	UNK_HI	UNK_EN
time	天	ReverseEntailment	时,时间,期间,回,时候	day,sky,heaven
race	种族	Equivalence	种族,族,竞赛,族类	race,ethnicity
someone	人	Equivalence	有人,某人	man,person,people
olive	油	ForwardEntailment	橄榄,榄,橄	oil,fat,grease,petroleum,oily,greasy,glib,cunning
person	女人	ReverseEntailment	人,人物,人士,员,东西	woman,wife
population	人类	OtherRelated	人口,人口数,人丁	humanity,mankind
world	书	OtherRelated	世界,世,天地,世间,舆	book,letter,document
decade	十年	Equivalence	UNK_HI	UNK_EN
settler	犹太	ReverseEntailment	殖民者,定居者	UNK_EN
purse	袋	ForwardEntailment	囊,钱包,荷包,钱袋	pouch,bag,sack,pocket
evacuation	疏散	Equivalence	UNK_HI	scattered
nafta	美洲自由贸易区	ForwardEntailment	UNK_HI	UNK_EN
ship	船	Equivalence	船,船只,轮船,航,舶	boat,vessel,ship
small	巨大	Exclusion	区,小,芮,戋,裨	huge,immense,tremendous,gigantic,enormous
opposition	抗议	ReverseEntailment	反对	protest
sector	行业	OtherRelated	环节,区块	industry,business
soil	环境	ForwardEntailment	土地,土壤,泥土,壤	environment,circumstances,surroundings,ambient
center	区域	ForwardEntailment	中,中心,中央,心,正中	area,region,district
boy	宝宝	ReverseEntailment	男孩,男生,童子,男童,男儿	darling,baby
minister	领导	ForwardEntailment	部长,公使	lead,leading,leadership,leader
yard	领域	ForwardEntailment	厂,院子,厂子	domain,sphere,field,territory,area
parent	公民	ForwardEntailment	亲,戚	citizen
marine	栖息地	ForwardEntailment	海产	habitat
prison	监狱	Equivalence	监狱,监,狱,牢狱,地牢	prison
official	雇员	ForwardEntailment	正式,官,干部,郎,官吏	employee
service	提供	OtherRelated	服务,业务,运营,功,勤务	UNK_EN
do	抓住	ReverseEntailment	UNK_HI	UNK_EN
petroleum	油	ForwardEntailment	石油,油	oil,fat,grease,petroleum,oily,greasy,glib,cunning
evacuated	撤离	Equivalence	UNK_HI	UNK_EN
won	失去	OtherRelated	UNK_HI	UNK_EN
state	国家	OtherRelated	国家,国,状态,状况,状	country,nation,state
talk	会话	Equivalence	话,报告,谈话,说话,风声	conversation
service	帮助	ReverseEntailment	服务,业务,运营,功,勤务	assistance,aid
dancer	舞蹈	OtherRelated	舞者,舞蹈家	dancing
rod	鱼	OtherRelated	棍,杠,棍子,棒材	fish
protecting	保护	Equivalence	UNK_HI	protection
space	地球	ReverseEntailment	地方,空间,空,场地,空格	UNK_EN
someone	人	ForwardEntailment	有人,某人	man,person,people
man	家伙	Equivalence	人,汉,夫,男士,汉子	chap,weapon
person	所有者	ReverseEntailment	人,人物,人士,员,东西	proprietor,owner
israelis	以色列	ForwardEntailment	UNK_HI	UNK_EN
vehicle	汽车	Equivalence	车,车辆,媒介,交通工具,载具	car,automobile,bus
asian	亚洲	ForwardEntailment	UNK_HI	UNK_EN
fence	壁	ReverseEntailment	藩,围墙,栏,围栏,栅栏	wall,rampart
phone	移动	ReverseEntailment	UNK_HI	movement,migration,mobile,portable
president	国家	OtherRelated	UNK_HI	country,nation,state
server	电脑	ForwardEntailment	主机	computer
winner	胜利	ForwardEntailment	赢家,胜利者,幸运儿	victory
capital	巴格达	ReverseEntailment	资金,资,本金,本钱,老本	UNK_EN
today	时间	ForwardEntailment	今,今日,今天,这天,本日	time,period
world	环境	ReverseEntailment	世界,世,天地,世间,舆	environment,circumstances,surroundings,ambient
rock	音乐	ForwardEntailment	石,岩石,岩,石块,磐	music
world	全球	OtherRelated	世界,世,天地,世间,舆	entire,total,global,worldwide
